fid,renabap_id,nombre_barrio,provincia,departamento,localidad,cantidad_familias_aproximada,cantidad_viviendas_aproximadas,decada_de_creacion,anio_de_creacion,energia_electrica,efluentes_cloacales,agua_corriente,cocina,calefaccion,situacion_dominial,clasificacion_barrio,superficie_m2,WKT
516,553,El Retiro,Buenos Aires,La Plata,Lisandro Olmos,440,400,Década 1990,,Conexión irregular a la red,Red cloacal conectada a la red pluvial,Bomba de agua de pozo domiciliaria,Gas en garrafa,Leña o carbón,NO,Asentamiento,286103,"MULTIPOLYGON (((-58.0042210554075 -34.9669059627617,-58.0104007 -34.9724565,-58.0107172 -34.9722103,-58.0086573 -34.9703157,-58.0085899625579 -34.970364336143,-58.0066872709606 -34.9686915747424,-58.0066119253396 -34.9686232852554,-58.0066168175916 -34.9685691376039,-58.00764384864 -34.9677800259791,-58.0085185881912 -34.9685730080387,-58.0096537757798 -34.967715685198,-58.008806005796 -34.966948621303,-58.009288742 -34.96658288,-58.0081732922078 -34.9656530168068,-58.007729931 -34.9659913374059,-58.0033959652816 -34.9619918856659,-58.003347842337 -34.9620206421779,-58.0009435276261 -34.9638590265503,-58.0010653600221 -34.9640197036112,-58.0008025040221 -34.9642551150122,-58.0039548973023 -34.9671061136568,-58.0042210554075 -34.9669059627617)))"
517,554,Villa Bengochea,Buenos Aires,General Rodríguez,General Rodríguez,174,158,Década 1980,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo domiciliaria,Gas en garrafa,Leña o carbón,NO,Asentamiento,63524,"MULTIPOLYGON (((-58.9295473277057 -34.6071272206812,-58.9299466781424 -34.6082466823845,-58.929093797579 -34.6084715570464,-58.9291752316674 -34.6086822709193,-58.9296043940601 -34.6085682161115,-58.9297749575821 -34.6091706847194,-58.9294509014227 -34.6092683070116,-58.9296551563395 -34.6099918515739,-58.9280620154706 -34.6103645981894,-58.9268938681277 -34.6077272989145,-58.9295473277057 -34.6071272206812)))"
518,555,Sarmiento,Buenos Aires,La Matanza,Virrey Del Pino,2200,2000,Década 1990,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión formal a la red de agua con factura,Gas en garrafa,Energía eléctrica,NO,Asentamiento,1197980,"MULTIPOLYGON (((-58.706020885769 -34.9021849176499,-58.7141940934477 -34.8958711809821,-58.707557562375 -34.8884427291531,-58.7056574965748 -34.8886906376899,-58.704714795194 -34.8891318843317,-58.7040955436782 -34.8896274625952,-58.7021405767193 -34.8900780354895,-58.701403921037 -34.8903020086106,-58.7008321816816 -34.8901618007809,-58.7004664516807 -34.8900777510292,-58.7002574631088 -34.8900618497248,-58.7000916352203 -34.8900686645695,-58.7001143513694 -34.8903208138247,-58.7002256605001 -34.8905161727072,-58.6998303995053 -34.890779680037,-58.701104775471 -34.8921880812825,-58.6983831079533 -34.8937848731073,-58.706020885769 -34.9021849176499)))"
519,556,Bongiovani II,Buenos Aires,Moreno,Paso Del Rey,374,340,Década 2000,,No tiene conexión eléctrica,Desagüe a cámara séptica y pozo ciego,Bomba de agua de pozo domiciliaria,Gas en garrafa,Energía eléctrica,NO,Asentamiento,125620,"MULTIPOLYGON (((-58.7504013325152 -34.6172759859573,-58.7502582514054 -34.6172501073873,-58.7502290709635 -34.6173460969353,-58.7494861553213 -34.617076017099,-58.7488838515468 -34.6174920856937,-58.7485453518398 -34.6172341672463,-58.7482361032497 -34.6171929256511,-58.7471346127084 -34.6171756162084,-58.7468477293583 -34.6172022845768,-58.7468075517567 -34.6173684274556,-58.7466930059432 -34.6174624579346,-58.7467648353118 -34.6175093260392,-58.746771719622 -34.6175542350951,-58.7466591498104 -34.617608476805,-58.7466632002294 -34.6176373894986,-58.746728092674 -34.6176738839872,-58.7467191156414 -34.6177977075258,-58.7467036437049 -34.6178751881703,-58.7470746805483 -34.6181596532618,-58.7496348714895 -34.62049277404,-58.7533216952706 -34.6177709572256,-58.7526757950703 -34.6172234268834,-58.7517519536198 -34.61731483661,-58.7504013325152 -34.6172759859573)))"
520,557,Virgen de Itatí,Buenos Aires,Pergamino,Pergamino,165,150,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión formal a la red de agua con factura,Gas en garrafa,Sin Datos,NO,Asentamiento,84806,"MULTIPOLYGON (((-60.5550813494773 -33.8883888323113,-60.5527177306227 -33.8892206724019,-60.5531594869245 -33.890082193417,-60.5523650848491 -33.8903333444622,-60.5530404020603 -33.891741382598,-60.5536785335226 -33.8915392185528,-60.5542247720452 -33.8930760751056,-60.5555535176282 -33.8926572045226,-60.555316003763 -33.8920910945912,-60.555061540323 -33.8911244936782,-60.5550626935829 -33.8910517645377,-60.5550053159999 -33.8905456049999,-60.5550813494773 -33.8883888323113)))"
521,558,Tiro Federal,Buenos Aires,Necochea,Necochea,22,20,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión formal a la red de agua con factura,Gas en garrafa,Sin Datos,NO,Asentamiento,11994,"MULTIPOLYGON (((-58.7567810411264 -38.5349050424096,-58.7558661125792 -38.5342557382793,-58.7549829059107 -38.5349032425547,-58.7558399200148 -38.5356336523025,-58.7567810411264 -38.5349050424096)))"
522,559,Niní,Buenos Aires,La Plata,José Hernández,383,348,Década 1990,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Asentamiento,111000,"MULTIPOLYGON (((-58.0003723 -34.900928,-58.0011313 -34.901629,-58.0017123 -34.901219,-58.0024349485631 -34.9018244502834,-58.0018323 -34.902258,-58.0024064479585 -34.9027827158942,-57.999587115394 -34.9049021129595,-57.9992375033768 -34.9045766407415,-57.9986800928511 -34.9049926896056,-57.9979786370496 -34.9043572398609,-57.9985244505148 -34.9039523161768,-57.9984387058921 -34.9038695511772,-57.9982244987804 -34.9040358359658,-57.9980012306313 -34.9038215449435,-57.9979474477087 -34.9038614368905,-57.9978775405654 -34.9037883032636,-57.9981550181497 -34.9035861102952,-57.9975629584205 -34.9030462120498,-58.0003723 -34.900928)))"
523,560,Desamparados,Buenos Aires,Pergamino,Pergamino,17,15,Década 1990,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Asentamiento,14813,"MULTIPOLYGON (((-60.5900850218039 -33.8821914091065,-60.5892854835231 -33.8824149262952,-60.5891421829866 -33.8822786592749,-60.588710913777 -33.8823756971015,-60.5883775600837 -33.882510118128,-60.5884832507038 -33.8826843153776,-60.588683132 -33.8831888879999,-60.5890479129999 -33.883171075,-60.589423422 -33.8831888879999,-60.5896809322407 -33.8831750454533,-60.5904196063022 -33.8829606082286,-60.5900850218039 -33.8821914091065)))"
524,561,Güemes Sur,Buenos Aires,Pergamino,Pergamino,88,80,Década 1920,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Leña o carbón,NO,Asentamiento,81797,"MULTIPOLYGON (((-60.5968750932249 -33.89828304265,-60.5933747906062 -33.8994256997749,-60.5939536374455 -33.9007101031472,-60.594036821 -33.9007958559999,-60.5941689115569 -33.9008986233503,-60.5945029371468 -33.9009345589656,-60.5952895955658 -33.9010039249256,-60.5965760682637 -33.9008553521401,-60.5970147883516 -33.9007361815082,-60.5977410311694 -33.9003941679181,-60.597821709228 -33.90024090614,-60.5968750932249 -33.89828304265)))"
525,562,Belgrano,Buenos Aires,Pergamino,Pergamino,182,165,Década 1990,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Leña o carbón,NO,Asentamiento,109267,"MULTIPOLYGON (((-60.5984683056637 -33.9036980415616,-60.5986205451705 -33.9040253257808,-60.597985774564 -33.9042327499219,-60.5976081407229 -33.9034093158052,-60.5973145541185 -33.9035028315335,-60.5972190666024 -33.9033114495859,-60.5970606409124 -33.9033497072941,-60.5969585377886 -33.903133683621,-60.5952871721243 -33.9037077406402,-60.5950458568354 -33.9031980827502,-60.5941462334386 -33.9034977963389,-60.5934917863753 -33.9020996155553,-60.5935361734431 -33.9020522990405,-60.5933006646665 -33.9015938187099,-60.5933725794858 -33.9014973013043,-60.5954333783748 -33.9017150248229,-60.596408152361 -33.9015397545314,-60.598207155512 -33.9012566669087,-60.5987247302237 -33.9012735568756,-60.5988417237222 -33.9014805040106,-60.5985474713205 -33.9015825064635,-60.5988792214824 -33.9023392755053,-60.5993569917758 -33.9033991923417,-60.5984683056637 -33.9036980415616)))"
526,563,9 de Julio y Rivadavia,Buenos Aires,San Pedro,Río Tala,66,60,Década 1980,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión formal a la red de agua con factura,Gas en garrafa,Leña o carbón,NO,Asentamiento,51190,"MULTIPOLYGON (((-59.6428430525731 -33.7692100471352,-59.6438626134624 -33.7682901043409,-59.6429061918735 -33.7676834121386,-59.6396181652347 -33.7711826327751,-59.6393014378766 -33.7709654481561,-59.6390749125326 -33.7711829573417,-59.6391448265447 -33.7712663148122,-59.6385722040206 -33.7718098540327,-59.639161559954 -33.7722318900807,-59.6428430525731 -33.7692100471352)))"
527,564,La Unión,Buenos Aires,Quilmes,Quilmes Oeste,99,90,Década 1950,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión formal a la red de agua con factura,Gas en garrafa,Sin Datos,NO,Asentamiento,18248,"MULTIPOLYGON (((-58.3288782947582 -34.7478833197418,-58.3291109284852 -34.747611514,-58.3291603844712 -34.74761252708,-58.3296598705976 -34.7470091669367,-58.3283307348856 -34.7462108293834,-58.3275474511091 -34.7470771572606,-58.3288782947582 -34.7478833197418)))"
528,565,Primavera,Buenos Aires,Quilmes,Quilmes Oeste,462,420,Década 1960,,Conexión irregular a la red,Desagüe a cámara séptica y pozo ciego,Conexión formal a la red de agua con factura,Gas en garrafa,Energía eléctrica,NO,Asentamiento,117194,"MULTIPOLYGON (((-58.309223197603 -34.7379627181589,-58.3073218683493 -34.7370486852384,-58.3047918752384 -34.7406161155078,-58.307656301238 -34.7420531083488,-58.309223197603 -34.7379627181589)))"
529,566,Las Maderitas,Buenos Aires,Lomas de Zamora,Lavallol,50,45,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Asentamiento,10236,"MULTIPOLYGON (((-58.4200635447745 -34.8119472299496,-58.4208992558516 -34.8124035089859,-58.4214649680343 -34.8116062545383,-58.4214277257869 -34.8115261485723,-58.4205926198723 -34.8111147587583,-58.4200573696745 -34.8118552895717,-58.4200635447745 -34.8119472299496)))"
530,567,Triángulo de Don José,Buenos Aires,Florencio Varela,Gobernador Costa,242,220,Década 2010,2013,Conexión irregular a la red,Conexión formal a la red cloacal,Conexión formal a la red de agua con factura,Gas en garrafa,Energía eléctrica,NO,Asentamiento,54477,"MULTIPOLYGON (((-58.3221161074542 -34.8016870000053,-58.3198412727537 -34.800503943276,-58.318871506536 -34.801683576367,-58.3206074305128 -34.8036498194955,-58.3221161074542 -34.8016870000053)),((-58.3223623209967 -34.8006280962784,-58.3219775429554 -34.8010899290152,-58.3223868440357 -34.8013081697723,-58.3227392696943 -34.8008313213718,-58.3223623209967 -34.8006280962784)))"
531,568,Don José IV,Buenos Aires,Florencio Varela,Gobernador Costa,143,130,Década 2010,2012,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Villa,21237,"MULTIPOLYGON (((-58.3224959846013 -34.8044964400511,-58.3265088289193 -34.8036072232745,-58.3279532743464 -34.8032977707024,-58.327638067869 -34.8028513483964,-58.3274536948904 -34.8029350989615,-58.3275035827533 -34.8030958297889,-58.3270847329779 -34.8031972854138,-58.3256050378072 -34.8035191483241,-58.3228373396416 -34.8041141398068,-58.3223308886041 -34.8042582558137,-58.3224959846013 -34.8044964400511)),((-58.3242216497797 -34.8029964400874,-58.3240223111529 -34.8032438121182,-58.3243607995517 -34.8034094002275,-58.3240778837448 -34.8037672510965,-58.3241004677708 -34.8038094132029,-58.3250944918689 -34.8035811109654,-58.325175543609 -34.8034798322306,-58.3242216497797 -34.8029964400874)))"
532,569,Pico Rojo,Buenos Aires,General Rodríguez,General Rodríguez,803,730,Década 1950,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo domiciliaria,Gas en garrafa,Energía eléctrica,NO,Asentamiento,591995,"MULTIPOLYGON (((-58.8836922 -34.5969818,-58.8857191160101 -34.5985898662435,-58.8864585213134 -34.5976259129237,-58.8889022 -34.5988798,-58.8833440242286 -34.6059784421031,-58.881797362715 -34.6051594500988,-58.880881935486 -34.6064149873442,-58.8782666315725 -34.6050092993758,-58.8790567 -34.604267,-58.8783705671963 -34.6038666194076,-58.8793830706502 -34.6025498634024,-58.880162090919 -34.6029527472753,-58.8808285488887 -34.6020678515765,-58.8800623451192 -34.601672769051,-58.8811183132233 -34.6003136628737,-58.8790349 -34.5992269,-58.8785339 -34.5998867,-58.8778183432431 -34.5995391005177,-58.8796498024351 -34.5971221687727,-58.8786400851767 -34.5965887052028,-58.8780816677441 -34.5973457839851,-58.8776979795964 -34.5971466872933,-58.8782760222947 -34.5963658095608,-58.8790851334753 -34.5967781664985,-58.8793295779802 -34.5964433235386,-58.8806632346208 -34.5970761036733,-58.8827084 -34.5982116,-58.8836922 -34.5969818)))"
533,570,La Paz II,Buenos Aires,Quilmes,Quilmes Oeste,264,240,Década 1980,,Conexión irregular a la red,Desagüe a cámara séptica y pozo ciego,Conexión formal a la red de agua con factura,Gas en garrafa,Sin Datos,NO,Asentamiento,33074,"MULTIPOLYGON (((-58.3307977173015 -34.7466133932295,-58.3297590665761 -34.7479653890697,-58.3317385501274 -34.748960842292,-58.3322453112086 -34.7482895915483,-58.3318542938488 -34.7480700031102,-58.3323250637723 -34.7474692201258,-58.3315784723805 -34.7470642595317,-58.3314758185448 -34.7469850978061,-58.3307977173015 -34.7466133932295)))"
534,571,La 513,Buenos Aires,Pergamino,Pergamino,39,35,Década 1980,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Energía eléctrica,NO,Asentamiento,12994,"MULTIPOLYGON (((-60.5529146554039 -33.9119632917257,-60.5529670666847 -33.9133584667191,-60.553124668 -33.9132930829999,-60.553237321 -33.91316398,-60.5534679909999 -33.913017069,-60.5537254829999 -33.912887965,-60.5538435 -33.9127900239999,-60.5539668819999 -33.9126253049999,-60.5542351029999 -33.9123225769999,-60.5543102039999 -33.91211779,-60.5543515981987 -33.9119583759655,-60.5529146554039 -33.9119632917257)))"
535,572,Cristo Rey,Buenos Aires,Pergamino,Pergamino,156,142,Década 2010,2013,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo domiciliaria,Gas en garrafa,Sin Datos,NO,Asentamiento,67755,"MULTIPOLYGON (((-60.5617631059825 -33.9115251611524,-60.5617268556361 -33.9112848873134,-60.561478 -33.910929,-60.5607814995569 -33.9112720805152,-60.561158149152 -33.911856064017,-60.5605508928757 -33.9121882246461,-60.560562853 -33.912389355,-60.5598260836367 -33.9130606294781,-60.5599059912122 -33.9132104051947,-60.5611158756572 -33.9147679261115,-60.5632966138142 -33.9135166215512,-60.5625722594291 -33.9124814334074,-60.5617631059825 -33.9115251611524)))"
536,573,Luchetti,Buenos Aires,General Rodríguez,General Rodríguez,110,100,Década 1970,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo domiciliaria,Gas en garrafa,Energía eléctrica,NO,Asentamiento,50210,"MULTIPOLYGON (((-58.876579109 -34.6225490589999,-58.877155832 -34.6224106679999,-58.877616212 -34.623716327,-58.8793465497746 -34.6245941955079,-58.8796076261909 -34.6246913472278,-58.8792109192563 -34.6233376767689,-58.878359014 -34.623508563,-58.8780788953207 -34.6227232133585,-58.8778234779622 -34.6227763226792,-58.8775579489999 -34.6219648403068,-58.8770626309963 -34.6220733843068,-58.8766633449495 -34.6209754487941,-58.8750738145126 -34.6213696497689,-58.875164544 -34.6216187699999,-58.8756073340252 -34.6215210372815,-58.8758735339999 -34.6223541637689,-58.8754199587689 -34.6224534090252,-58.8756689437942 -34.6232703422563,-58.8767346079999 -34.622998149,-58.876579109 -34.6225490589999)))"
537,574,El Tala,Buenos Aires,Quilmes,Quilmes Oeste,1210,1100,Década 1980,,Conexión irregular a la red,Conexión formal a la red cloacal,Conexión formal a la red de agua con factura,Conexión formal a la red de gas con factura,Conexión formal a la red de gas con factura,NO,Asentamiento,259786,"MULTIPOLYGON (((-58.3238033399597 -34.7629331085993,-58.3273260195988 -34.7583002978801,-58.3232300091598 -34.7562466321606,-58.322412979492 -34.7558262448827,-58.3222789930678 -34.7559880482358,-58.3226170321055 -34.7564534788768,-58.3228877336237 -34.7566636940952,-58.3230081715264 -34.7569003128686,-58.3198538134003 -34.7608982937197,-58.3238033399597 -34.7629331085993)))"
538,575,Zabala,Buenos Aires,Almirante Brown,Solano,209,190,Década 1980,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo domiciliaria,Gas en garrafa,Sin Datos,NO,Asentamiento,75731,"MULTIPOLYGON (((-58.3279372292952 -34.7860999194096,-58.3285900057694 -34.7864394838026,-58.329886074971 -34.7845628258179,-58.3301844617511 -34.7840279831345,-58.3305391051458 -34.783669696869,-58.327274075524 -34.782011073214,-58.326340914 -34.7834788829999,-58.3282760945629 -34.7844318364033,-58.3282932282085 -34.7845628805104,-58.3287849764261 -34.7847762978524,-58.3285581608944 -34.7851200480569,-58.3279372292952 -34.7860999194096)))"
539,576,Kennedy II,Buenos Aires,Pergamino,Pergamino,24,22,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión formal a la red de agua con factura,Gas en garrafa,Leña o carbón,NO,Asentamiento,4655,"MULTIPOLYGON (((-60.5659065523117 -33.906356879914,-60.5659336264911 -33.9063996063535,-60.5657555948054 -33.9065071869978,-60.5655566549724 -33.9066111274723,-60.5653185977565 -33.9067273619815,-60.5651811280966 -33.9067966556312,-60.5650224232859 -33.9068793609551,-60.5647128371413 -33.9070514774398,-60.5644680740882 -33.9071710648676,-60.5640433710739 -33.9073744752586,-60.5638209608111 -33.9075141801976,-60.5636097269434 -33.9076460616599,-60.5634574116072 -33.9077435434751,-60.5633615220395 -33.9077420240769,-60.5632986671904 -33.9076860816505,-60.5634487868538 -33.9075790032892,-60.5637807257887 -33.9073264167597,-60.5638991955769 -33.9072403585173,-60.5639349600413 -33.9072213586456,-60.5639975478539 -33.9071755354256,-60.5640713120617 -33.9071408886008,-60.5644591329721 -33.9069497722443,-60.5649061887767 -33.9067497147717,-60.565175539899 -33.9066513624947,-60.5652604805019 -33.9066155980304,-60.565472832009 -33.90652506923,-60.5656404779357 -33.9064624814173,-60.5659065523117 -33.906356879914)))"
